"applicantsCount","companyName","descriptionHtml","descriptionText","location","postedAt","title"
"200","PT Astra International Tbk","<strong>Deskripsi Pekerjaan<br><br></strong><ul><li>Mentransformasi data dari berbagai sumber menjadi data yang siap dipakai oleh Data Scientist untuk dijalankan dalam modeling</li><li>Mengembangkan custom application jika dibutuhkan untuk menunjang inisiatif data analytics</li><li>Mengembangkan API untuk membantu proses integrasi data antar sistem yang berbeda<br><br></li></ul><strong>Persyaratan<br><br></strong><ul><li>Minimal pendidikan D3/S1 Ilmu Komputer, Teknologi Informasi, Manajemen Informatika atau program studi yang berkaitan</li><li>Memahami bahasa pemograman seperti C, Java, C#, Phyton, R</li><li>Mampu menggunakan alat ETL serta SSAS, Datastage, Spark, MapReduce</li><li>Memiliki kemampuan interpersonal, analisis dan komunikasi yang baik</li></ul>","Deskripsi PekerjaanMentransformasi data dari berbagai sumber menjadi data yang siap dipakai oleh Data Scientist untuk dijalankan dalam modelingMengembangkan custom application jika dibutuhkan untuk menunjang inisiatif data analyticsMengembangkan API untuk membantu proses integrasi data antar sistem yang berbedaPersyaratanMinimal pendidikan D3/S1 Ilmu Komputer, Teknologi Informasi, Manajemen Informatika atau program studi yang berkaitanMemahami bahasa pemograman seperti C, Java, C#, Phyton, RMampu menggunakan alat ETL serta SSAS, Datastage, Spark, MapReduceMemiliki kemampuan interpersonal, analisis dan komunikasi yang baik","Jakarta, Jakarta, Indonesia","2025-02-19","Data Engineer - GSI"
"200","PT. Inconis Nusa Jaya","We Are Hiring!<br><br>APPLICATION SPECIALIST<br><br><strong>Qualifications &amp; Experience<br><br></strong>Education: Minimum of undergraduate degree in computer science or information technology is preferred, or engineering / science an accredited institution<br><br><strong>Professional Qualification<br><br></strong><ul><li>Minimum of 5 years in analysing, designing, programming and documenting application system</li><li>IT Software Desing: User requirements analysis and specification</li><li>IT Demand Management: User support (related to SW deployment)</li><li>IT Management: Management of IT relevant project<br><br></li></ul><strong>Training And Courses<br><br></strong><ul><li>Computer programming courses</li><li>Data management courses</li><li>Web development courses<br><br></li></ul>Language: Fluent in English and Bahasa Indonesia","We Are Hiring!APPLICATION SPECIALISTQualifications &amp; ExperienceEducation: Minimum of undergraduate degree in computer science or information technology is preferred, or engineering / science an accredited institutionProfessional QualificationMinimum of 5 years in analysing, designing, programming and documenting application systemIT Software Desing: User requirements analysis and specificationIT Demand Management: User support (related to SW deployment)IT Management: Management of IT relevant projectTraining And CoursesComputer programming coursesData management coursesWeb development coursesLanguage: Fluent in English and Bahasa Indonesia","Gambir, Jakarta, Indonesia","2025-01-30","Application Specialist"
"25","Bali Hotels Association","The Pavilions Bali<br><br><strong>About This Position<br><br></strong><strong>THE PAVILIONS BALI</strong>, a luxury boutique property in Sanur, is looking at growing its exceptional team.<br><br><ul><li>We are hiring for candidates with excellent customer service skills, able to multitask and grow in a dynamic and hands-on work environment.</li><li>Proven success in a similar role and resort environment mandatory</li><li>Candidates must be based in Bali and have superior command of English and Bahasa.<br><br></li></ul><strong>Experience/Qualifications<br><br></strong><strong>ASSISTANT CHIEF ENGINEERING<br><br></strong><ul><li>Train and supervise a small engineering team</li><li>Maintain the physical appearance and operational efficiency of the resort; including A/C, refrigeration, electrical, mechanical, plumbing and civil engineering</li><li>Implement preventive maintenance schedules, policies and records to ensure efficient property operation and establish an energy conservation program</li><li>Assist Operations Manager in sourcing and coordinating work performed by outside contractors and suppliers</li><li>Ensure compliance with the relevant fire and safety laws, act as a safety &amp; emergency champion</li></ul>","The Pavilions BaliAbout This PositionTHE PAVILIONS BALI, a luxury boutique property in Sanur, is looking at growing its exceptional team.We are hiring for candidates with excellent customer service skills, able to multitask and grow in a dynamic and hands-on work environment.Proven success in a similar role and resort environment mandatoryCandidates must be based in Bali and have superior command of English and Bahasa.Experience/QualificationsASSISTANT CHIEF ENGINEERINGTrain and supervise a small engineering teamMaintain the physical appearance and operational efficiency of the resort; including A/C, refrigeration, electrical, mechanical, plumbing and civil engineeringImplement preventive maintenance schedules, policies and records to ensure efficient property operation and establish an energy conservation programAssist Operations Manager in sourcing and coordinating work performed by outside contractors and suppliersEnsure compliance with the relevant fire and safety laws, act as a safety &amp; emergency champion","Denpasar, Bali, Indonesia","2025-12-05","Assistant Chief Engineering"
"200","Dexa Group","<strong>Responsibilities<br><br></strong><ul><li>To analyze and validate data source readiness and integrity</li><li>To build and organize a data pipeline (ETL/ELT) procedure for usage in a data warehouse environment</li><li>Routine work of monitoring and troubleshooting data processing performance</li><li>To identify potential problems and create solutions for more robust and efficient data processing</li><li>To assess and implement new cloud technology and big data platforms<br><br></li></ul><strong>Requirements<br><br></strong><ul><li>A Bachelor's Degree in Computer Science, Information Technology, or relevant disciplines from a top university</li><li>Minimum 1 year of working experience as a Data Engineer or ETL Developer</li><li>Strong analytical skills &amp; high sense of logical thinking</li><li>Experience developing data warehouse schemas with OWB, ODI, or other enterprise ETL technologies</li><li>Have expertise and experience with a cloud solution, preferably a GCP Platform.</li><li>Willing to work onsite &amp; fulltime in Bintaro, South Tangerang</li></ul>","ResponsibilitiesTo analyze and validate data source readiness and integrityTo build and organize a data pipeline (ETL/ELT) procedure for usage in a data warehouse environmentRoutine work of monitoring and troubleshooting data processing performanceTo identify potential problems and create solutions for more robust and efficient data processingTo assess and implement new cloud technology and big data platformsRequirementsA Bachelor's Degree in Computer Science, Information Technology, or relevant disciplines from a top universityMinimum 1 year of working experience as a Data Engineer or ETL DeveloperStrong analytical skills &amp; high sense of logical thinkingExperience developing data warehouse schemas with OWB, ODI, or other enterprise ETL technologiesHave expertise and experience with a cloud solution, preferably a GCP Platform.Willing to work onsite &amp; fulltime in Bintaro, South Tangerang","Kota Tangerang Selatan, Banten, Indonesia","2025-06-20","Data Engineer"
"37","MiTech","<ul><li>Analyse business needs, gather requirements, and translate them into clear functional and technical specifications.</li><li>Design end-to-end application solutions aligned with banking business processes, regulatory requirements, and internal technology standards.</li><li>Collaborate with stakeholders (business users, product owners, architects, and development teams) to ensure the proposed solution meets business objectives.</li><li>Prepare comprehensive solution design documents, process flows, data mapping, and integration specifications.</li><li>Work closely with development and QA teams throughout the SDLC to ensure accurate implementation based on approved requirements and design.</li><li>Lead requirement workshops, solution discussions, and review sessions with business and technical teams.</li><li>Support UAT preparation and execution, coordinate with business users, and ensure successful production deployment.</li><li>Identify risks, gaps, and dependencies across systems, providing clear solutions and mitigation strategies.</li><li>Ensure all solution designs comply with banking security, regulatory, and technology standards.<br><br></li></ul><strong>Minimum Qualifications<br><br></strong><ul><li>Bachelor degrees in Informatics Engneering, Computer Science and IT fields </li><li>Minimum 3 years of experience as a Business Analyst or Solution Analyst, preferably in the banking industry.</li><li>Proven experience in designing and implementing at least 5 applications, from requirement gathering to production rollout.</li><li>Strong hands-on experience in Remittance systems, including:</li><ul><li>Inbound &amp; outbound remittances</li><li>Compliance &amp; AML checks</li><li>Cross-border payments flow</li><li>Fee structures &amp; settlement processes</li></ul><li>Experience handling projects related to SWIFT, RTGS, SKN, BI-FAST, or other payment/remittance infrastructures.</li><li>Strong understanding of banking operations, digital banking workflows, and regulatory requirements.</li><li>Skilled in preparing BRD, FSD, user stories, use cases, data flow diagrams, sequence diagrams, and API specifications.</li><li>Familiar with SDLC (Agile/Scrum or Waterfall).</li><li>Strong analytical, problem-solving, and documentation capabilities.</li><li>Excellent communication skills and strong stakeholder management.</li><li>Able to work collaboratively with cross-functional teams and meet project deadlines.</li><li>Detail-oriented with strong organizational and planning skills.</li></ul>","Analyse business needs, gather requirements, and translate them into clear functional and technical specifications.Design end-to-end application solutions aligned with banking business processes, regulatory requirements, and internal technology standards.Collaborate with stakeholders (business users, product owners, architects, and development teams) to ensure the proposed solution meets business objectives.Prepare comprehensive solution design documents, process flows, data mapping, and integration specifications.Work closely with development and QA teams throughout the SDLC to ensure accurate implementation based on approved requirements and design.Lead requirement workshops, solution discussions, and review sessions with business and technical teams.Support UAT preparation and execution, coordinate with business users, and ensure successful production deployment.Identify risks, gaps, and dependencies across systems, providing clear solutions and mitigation strategies.Ensure all solution designs comply with banking security, regulatory, and technology standards.Minimum QualificationsBachelor degrees in Informatics Engneering, Computer Science and IT fields Minimum 3 years of experience as a Business Analyst or Solution Analyst, preferably in the banking industry.Proven experience in designing and implementing at least 5 applications, from requirement gathering to production rollout.Strong hands-on experience in Remittance systems, including:Inbound &amp; outbound remittancesCompliance &amp; AML checksCross-border payments flowFee structures &amp; settlement processesExperience handling projects related to SWIFT, RTGS, SKN, BI-FAST, or other payment/remittance infrastructures.Strong understanding of banking operations, digital banking workflows, and regulatory requirements.Skilled in preparing BRD, FSD, user stories, use cases, data flow diagrams, sequence diagrams, and API specifications.Familiar with SDLC (Agile/Scrum or Waterfall).Strong analytical, problem-solving, and documentation capabilities.Excellent communication skills and strong stakeholder management.Able to work collaboratively with cross-functional teams and meet project deadlines.Detail-oriented with strong organizational and planning skills.","Jakarta, Jakarta, Indonesia","2025-11-26","Solution Analyst"
"147","PT Infokes Indonesia","<ul><li>Assist the Head of Product / Product Manager in creating product documentation (BRD, FSD) in accordance with standards and guidelines.</li><li>Represent the product team in explaining development plans and progress to both internal and external stakeholders.</li><li>Conduct application reviews to ensure alignment between the development team's output and the requirements stated in the BRD / FSD.<br><br></li></ul><strong>Minimum Qualifications<br><br></strong><ul><li>Understand SDL and methodologies/frameworks such as Agile, Scrum, Kanban, etc.</li><li>Proficient in English, both spoken and written.</li><li>Skilled in Microsoft Office.</li><li>Experienced in creating Business Requirement Documents &amp; Functional Specifications, Flowcharts, Flowmaps, Process Diagrams, ERDs, and UI Designs.</li><li>Good communication skills and a strong interest in Health Information Systems.</li><li>Strong understanding of Technical Specification Document development.</li></ul>","Assist the Head of Product / Product Manager in creating product documentation (BRD, FSD) in accordance with standards and guidelines.Represent the product team in explaining development plans and progress to both internal and external stakeholders.Conduct application reviews to ensure alignment between the development team's output and the requirements stated in the BRD / FSD.Minimum QualificationsUnderstand SDL and methodologies/frameworks such as Agile, Scrum, Kanban, etc.Proficient in English, both spoken and written.Skilled in Microsoft Office.Experienced in creating Business Requirement Documents &amp; Functional Specifications, Flowcharts, Flowmaps, Process Diagrams, ERDs, and UI Designs.Good communication skills and a strong interest in Health Information Systems.Strong understanding of Technical Specification Document development.","Greater Bandung","2025-11-13","IT Business Analyst | Product Officer"
"59","lia s. Associates | Branding & Design","<strong>Responsibilities<br><br></strong><strong>JOB DESCRIPTION: Full-time, Offline, Bilingual<br><br></strong>Assisting team to generate and measure impact, collect data, synthesize, analyze, evaluate, prepare proposals, presentations, and reports:<br><br>&gt; Search for and process quantitative and qualitative data to measure output, outcome, and impact<br><br>&gt; Manage iterations to ensure timeliness and quality<br><br>&gt; Coordinate the search for samples and sources<br><br>&gt; Coordinate the implementation of research, both offline (field) and online (WA)<br><br>&gt; Self-taught new research software<br><br>Field: Sustainability, Academic, Commercial Branding<br><br><em>Salary IDR 3-4,5 million based on competency &amp; experience<br><br></em><em>+annual bonus based on projects<br><br></em><strong>Requirements<br><br></strong><strong>REQUIREMENTS<br><br></strong><ul><li> Minimum Bachelor's degree (S1) with international journal portfolio or grants</li><li> Minimum 1 year of full-time work experience</li><li> Must commit to a 2 year contract post-probation</li><li> Proficient in 1+ software: SPSS, AMOS, AHREFS, NVIVO, ATLAS, Google / Social Media Analytics; Machine learning AI analytics is highly welcome</li><li> English for writing research proposals &amp; reports</li><li> Accountable work results, well-structured, neat, and consistent with the methodology<br><br></li></ul><em>Research topics &amp; objects will vary.<br><br></em><strong>APPLY NOW </strong><strong>https://bit.ly/applyliasidik<br><br></strong><strong>DEADLINE THURS 18 DEC 2025, 23.59 <br><br></strong><em>Working hour Monday-Friday 08.00-17.00, Saturday CSR/teaching</em>","ResponsibilitiesJOB DESCRIPTION: Full-time, Offline, BilingualAssisting team to generate and measure impact, collect data, synthesize, analyze, evaluate, prepare proposals, presentations, and reports:&gt; Search for and process quantitative and qualitative data to measure output, outcome, and impact&gt; Manage iterations to ensure timeliness and quality&gt; Coordinate the search for samples and sources&gt; Coordinate the implementation of research, both offline (field) and online (WA)&gt; Self-taught new research softwareField: Sustainability, Academic, Commercial BrandingSalary IDR 3-4,5 million based on competency &amp; experience+annual bonus based on projectsRequirementsREQUIREMENTS Minimum Bachelor's degree (S1) with international journal portfolio or grants Minimum 1 year of full-time work experience Must commit to a 2 year contract post-probation Proficient in 1+ software: SPSS, AMOS, AHREFS, NVIVO, ATLAS, Google / Social Media Analytics; Machine learning AI analytics is highly welcome English for writing research proposals &amp; reports Accountable work results, well-structured, neat, and consistent with the methodologyResearch topics &amp; objects will vary.APPLY NOW https://bit.ly/applyliasidikDEADLINE THURS 18 DEC 2025, 23.59 Working hour Monday-Friday 08.00-17.00, Saturday CSR/teaching","Surabaya, East Java, Indonesia","2025-11-17","RESEARCH ASSISTANT VACANCY"
"64","Tancorp","<ul><li>Pendidikan minimal S1 Teknik Elektronika</li><li>Berpengalaman minimal 3 tahun sebagai kepala divisi pada bidang engineering dan maintenance mesin pabrik (elektronikal dan mekanikal)</li><li>Memiliki kemampuan leadership, perencanaan/ strategi, sekaligus implementasi di lapangan</li><li>Berorientasi terhadap target, kreatif, dan problem solver</li><li>Mampu bekerja secara mandiri maupun di dalam tim</li><li>Memahami PLC, arus kuat, dan electro pneumatik - hidrolik</li><li>Mampu mengimplementasikan total preventif maintenance</li><li>Berperan sebagai engineering management (pengembangan, peningkatan, implementasi, dan evaluasi organisasi, proses, produk, serta sistem yang ada)</li><li>Berperan sebagai Maintenance Manager yang bertanggung jawab memastikan pemeliharaan mesin dan tools secara berkala (elektronikal dan mekanikal)</li><li>Menyusun dan mengembangkan prosedur maintenance mesin sebagai tindakan preventif</li></ul>","Pendidikan minimal S1 Teknik ElektronikaBerpengalaman minimal 3 tahun sebagai kepala divisi pada bidang engineering dan maintenance mesin pabrik (elektronikal dan mekanikal)Memiliki kemampuan leadership, perencanaan/ strategi, sekaligus implementasi di lapanganBerorientasi terhadap target, kreatif, dan problem solverMampu bekerja secara mandiri maupun di dalam timMemahami PLC, arus kuat, dan electro pneumatik - hidrolikMampu mengimplementasikan total preventif maintenanceBerperan sebagai engineering management (pengembangan, peningkatan, implementasi, dan evaluasi organisasi, proses, produk, serta sistem yang ada)Berperan sebagai Maintenance Manager yang bertanggung jawab memastikan pemeliharaan mesin dan tools secara berkala (elektronikal dan mekanikal)Menyusun dan mengembangkan prosedur maintenance mesin sebagai tindakan preventif","Mojokerto, East Java, Indonesia","2025-11-17","ENGINEERING MANAGER"
"200","Hyundai Motor Company","<p><strong>About Company</strong></p><p><br></p><p>Hyundai Motor Asia Pacific – Regional Office (HMAP HQ) operates as the regional arm of Hyundai Motor Company, committed to advancing the future of mobility and fostering an EV ecosystem across the region.</p><p>Extending across Southeast Asia and the Pacific, HMAP HQ actively supports and collaborates with its subsidiaries in promoting and selling a diverse range of vehicles.</p><p>Our regional network includes sales subsidiaries, manufacturing plants, and distributor partners.</p><p><br></p><p><strong>About Role</strong></p><p><br></p><p>The role is responsible for establishing and executing comprehensive project plans, including the management of progress, schedules, costs, quality, and risks, while ensuring successful delivery and full accountability for project outcomes. The role involves coordinating data integration and analysis across internal systems, leading and implementing data-related projects, and identifying inefficiencies to drive continuous improvement and operational excellence.</p><p><br></p><p><strong>Job Description:</strong></p><ul><li>Define project goals, scope, schedules, and methods</li><li>Ensure the availability of necessary resources (e.g., human, material, budget) and oversee the entire project lifecycle to keep it on track, on time, and within budget</li><li>Identify and manage risks. Address issues quickly to minimize impact and keep the project aligned with its goals</li><li>Closely work with key stakeholders (Business Users, HQ, Dealers, Partners, etc.) to ensure smooth communication and alignment on system requirements, improvements and goals</li><li>Analyze deliverables to confirm alignment with project objectives and identify unmet areas, outlining plans for improvement or follow-up action</li><li>Analyze the data, especially sales data to improve performance and ensure data accuracy across multiple systems (e.g. DMS, CRM, ERP, etc.)</li><li>Promote the use of analytics tools (e.g. PowerBI, Tableau, etc.) among business users and support business monetization through data-driven insights</li><li>Support global data integration and alignment across regional teams</li></ul><p><br></p><p><strong>Requirements:</strong></p><ul><li>Must have at least 5 year of work experience in the same or related role as an IT Project Manager and Data Analytics</li><li>Integrated an analytical thinking ability (problem recognition/analysis/solution)</li><li>Strong experience in managing multiple cross-functional IT projects, system integrations, and process improvements. Also, ensuring timely delivery within scope and budget</li><li>Expertise in project management methodologies, product lifecycle management, and IT system implementations</li><li>Strong ability to analyze business requirements and translate them into actionable IT solutions</li><li>Excellent leadership, communication, and problem-solving skills with the ability to engage effectively with both technical and non-technical stakeholders</li><li>Actively contribute to system evaluation, testing, bug tracking, and improvements to enhance product performance and end-user satisfaction</li><li>Excellent written and verbal communications in English</li><li>Domain knowledge in Sales, Customer, Product, Manufacturing, Service, and Quality data</li><li>Comprehensive understanding of IT systems and data architecture, including development frameworks, processes, system and data structures</li><li>Have experience and knowledge about data platforms or data analytics tools (e.g. PowerBI)</li></ul>","About CompanyHyundai Motor Asia Pacific – Regional Office (HMAP HQ) operates as the regional arm of Hyundai Motor Company, committed to advancing the future of mobility and fostering an EV ecosystem across the region.Extending across Southeast Asia and the Pacific, HMAP HQ actively supports and collaborates with its subsidiaries in promoting and selling a diverse range of vehicles.Our regional network includes sales subsidiaries, manufacturing plants, and distributor partners.About RoleThe role is responsible for establishing and executing comprehensive project plans, including the management of progress, schedules, costs, quality, and risks, while ensuring successful delivery and full accountability for project outcomes. The role involves coordinating data integration and analysis across internal systems, leading and implementing data-related projects, and identifying inefficiencies to drive continuous improvement and operational excellence.Job Description:Define project goals, scope, schedules, and methodsEnsure the availability of necessary resources (e.g., human, material, budget) and oversee the entire project lifecycle to keep it on track, on time, and within budgetIdentify and manage risks. Address issues quickly to minimize impact and keep the project aligned with its goalsClosely work with key stakeholders (Business Users, HQ, Dealers, Partners, etc.) to ensure smooth communication and alignment on system requirements, improvements and goalsAnalyze deliverables to confirm alignment with project objectives and identify unmet areas, outlining plans for improvement or follow-up actionAnalyze the data, especially sales data to improve performance and ensure data accuracy across multiple systems (e.g. DMS, CRM, ERP, etc.)Promote the use of analytics tools (e.g. PowerBI, Tableau, etc.) among business users and support business monetization through data-driven insightsSupport global data integration and alignment across regional teamsRequirements:Must have at least 5 year of work experience in the same or related role as an IT Project Manager and Data AnalyticsIntegrated an analytical thinking ability (problem recognition/analysis/solution)Strong experience in managing multiple cross-functional IT projects, system integrations, and process improvements. Also, ensuring timely delivery within scope and budgetExpertise in project management methodologies, product lifecycle management, and IT system implementationsStrong ability to analyze business requirements and translate them into actionable IT solutionsExcellent leadership, communication, and problem-solving skills with the ability to engage effectively with both technical and non-technical stakeholdersActively contribute to system evaluation, testing, bug tracking, and improvements to enhance product performance and end-user satisfactionExcellent written and verbal communications in EnglishDomain knowledge in Sales, Customer, Product, Manufacturing, Service, and Quality dataComprehensive understanding of IT systems and data architecture, including development frameworks, processes, system and data structuresHave experience and knowledge about data platforms or data analytics tools (e.g. PowerBI)","South Jakarta, Jakarta, Indonesia","2025-12-11","IT Project Management & Data Analysis"
"25","Indodana","<strong>Job Description<br><br></strong><ul><li>Conduct information collection charge of business investigation auditing. </li><li>Responsible for security and investigation related data collection or others. </li><li>Analyze evidence reports and solving cases. </li><li>Conduct with photograph and audio surveillance. </li><li>Develop reports and providing evidence. </li><li>Liaise with superior for day to day cases<br><br></li></ul>Qualifications<br><br><ul><li>Bachelor’s degree any major</li><li>Proven work experiences minimum 1 year as a Field Investigator</li><li>Good interpersonal skill</li><li>Ability to travel and work irregular hours</li><li>Having motorcycle and driver license</li><li>Placement : Manado</li></ul>","Job DescriptionConduct information collection charge of business investigation auditing. Responsible for security and investigation related data collection or others. Analyze evidence reports and solving cases. Conduct with photograph and audio surveillance. Develop reports and providing evidence. Liaise with superior for day to day casesQualificationsBachelor’s degree any majorProven work experiences minimum 1 year as a Field InvestigatorGood interpersonal skillAbility to travel and work irregular hoursHaving motorcycle and driver licensePlacement : Manado","Manado, North Sulawesi, Indonesia","2025-12-03","Field Investigator Officer - Manado"
"114","CSG","Hi, I'm Veena, your Recruiter and guide to joining CSG! We are excited to learn more about you and your unique background.<br>The Business Analyst will workshop &amp; manage customer requirements. Define functional specifications as well as supporting build &amp; test and directly configuring the CSG CPQ and Order Management system.<br><strong>We are looking for a Senior Business Analyst who will: <br></strong><ul><li>Dive deep into the world of telecommunications. You will develop a detailed knowledge on markets, products, sales, delivery and operations. </li><li>Solve real-world business problems, considering technical, financial, and operational constraints.</li><li>Take ownership of business analysis initiatives and ensure work packages are delivered on time, to expected quality standards and as per scope, as agreed with the Project Manager.</li><li>Take end to end solution blueprints and configure solution workflows and catalogues that implement the design. You will need to consider exception and failure scenarios to create a robust solution.</li><li>Contribute to our methodology to help us do things faster and better. </li><li>Be able to manage client expectations through workshop and feedback sessions.</li><li>Work as part of a team and independently when required</li><li>Be a mentor and lead a team of budding solution designers<br></li></ul><strong>Is this opportunity right for you? We are looking for candidates who: <br></strong><ul><li>3 -7 years as a business analyst along with Product catalog, CPQ and Order management.</li><li>Experience working as a vendor.</li><li>Hands-on experience with configuration driven systems (Salesforce, SAP, ServiceNow, Siebel, etc.)</li><li>English Proficiency in a business environment<br></li></ul><strong>CSGer Perks &amp; Benefits (Feel free to adjust this by regional benefits!) <br></strong><ul><li>Work from Home, in-office, or hybrid</li><li>Employee Belonging Groups</li><li>Healthcare: Dental, Medical, and Vision</li><li>Paid Vacation, Volunteer, and Holiday Time Off</li><li>And so much more!<br></li></ul><strong>Location(s):<br></strong>MY.Kuala Lumpur.RemoteID.Jakarta.Remote<br><strong>Accommodation:<br></strong>If you would like to be considered for employment opportunities with CSG and need special assistance due to a disability or accommodation for a disability throughout any aspect of the application process, please call us at +1 (402) 431-7440 or email us at accommodations@csgi.com. CSG provides accommodations for persons with disabilities in employment, including during the hiring process and any interview and/or testing processes.<br><strong>Our Guiding Principles:<br></strong><strong>Impact: </strong>Always help and empower others, whether they’re colleagues or customers. When our employees set their minds to something, great things happen.<br><strong>Integrity:</strong> Do what’s right for our customers and our people while being authentic. We treat everyone with trust and respect—that’s just who we are.<br><strong>Inspiration: </strong>Be bold in the way you think and passionate about the work you do. Test out innovative ideas without the fear of failure.<br><strong>Our Story: <br></strong>CSG empowers companies to build unforgettable experiences, making it easier for people and businesses to connect with, use and pay for the services they value most. For over 40 years, CSG's technologies and people have helped some of the world's most recognizable brands solve their toughest business challenges and evolve to meet the demands of today's digital economy.<br>By channeling the power of all, we make ordinary customer and employee experiences extraordinary. Our people [CSGers] are fearlessly committed and connected, high on integrity and low on ego, making us the easiest company to do business with and the best place to work. We power a culture of integrity, innovation, and impact across our locations, representing the most authentic version of ourselves to build a better future together. That's just who we are. Learn more about CSG Inclusion &amp; Impact here.","Hi, I'm Veena, your Recruiter and guide to joining CSG! We are excited to learn more about you and your unique background.The Business Analyst will workshop &amp; manage customer requirements. Define functional specifications as well as supporting build &amp; test and directly configuring the CSG CPQ and Order Management system.We are looking for a Senior Business Analyst who will: Dive deep into the world of telecommunications. You will develop a detailed knowledge on markets, products, sales, delivery and operations. Solve real-world business problems, considering technical, financial, and operational constraints.Take ownership of business analysis initiatives and ensure work packages are delivered on time, to expected quality standards and as per scope, as agreed with the Project Manager.Take end to end solution blueprints and configure solution workflows and catalogues that implement the design. You will need to consider exception and failure scenarios to create a robust solution.Contribute to our methodology to help us do things faster and better. Be able to manage client expectations through workshop and feedback sessions.Work as part of a team and independently when requiredBe a mentor and lead a team of budding solution designersIs this opportunity right for you? We are looking for candidates who: 3 -7 years as a business analyst along with Product catalog, CPQ and Order management.Experience working as a vendor.Hands-on experience with configuration driven systems (Salesforce, SAP, ServiceNow, Siebel, etc.)English Proficiency in a business environmentCSGer Perks &amp; Benefits (Feel free to adjust this by regional benefits!) Work from Home, in-office, or hybridEmployee Belonging GroupsHealthcare: Dental, Medical, and VisionPaid Vacation, Volunteer, and Holiday Time OffAnd so much more!Location(s):MY.Kuala Lumpur.RemoteID.Jakarta.RemoteAccommodation:If you would like to be considered for employment opportunities with CSG and need special assistance due to a disability or accommodation for a disability throughout any aspect of the application process, please call us at +1 (402) 431-7440 or email us at accommodations@csgi.com. CSG provides accommodations for persons with disabilities in employment, including during the hiring process and any interview and/or testing processes.Our Guiding Principles:Impact: Always help and empower others, whether they’re colleagues or customers. When our employees set their minds to something, great things happen.Integrity: Do what’s right for our customers and our people while being authentic. We treat everyone with trust and respect—that’s just who we are.Inspiration: Be bold in the way you think and passionate about the work you do. Test out innovative ideas without the fear of failure.Our Story: CSG empowers companies to build unforgettable experiences, making it easier for people and businesses to connect with, use and pay for the services they value most. For over 40 years, CSG's technologies and people have helped some of the world's most recognizable brands solve their toughest business challenges and evolve to meet the demands of today's digital economy.By channeling the power of all, we make ordinary customer and employee experiences extraordinary. Our people [CSGers] are fearlessly committed and connected, high on integrity and low on ego, making us the easiest company to do business with and the best place to work. We power a culture of integrity, innovation, and impact across our locations, representing the most authentic version of ourselves to build a better future together. That's just who we are. Learn more about CSG Inclusion &amp; Impact here.","Indonesia","2025-12-09","Telecom - Business Analyst"
